:START_ID,role,detail,:END_ID,:TYPE
14818,items,"Injuries to the wrist or hand",en2528,EXCLUSIONS
14818,items,"Insect bite or sting, venomous",15777,EXCLUSIONS
14818,items,"Burns",en2529,EXCLUSIONS
14818,items,"Frostbite",en2530,EXCLUSIONS
14818,items,"Other injuries of arm, level unspecified",15621,EXCLUSIONS
14819,items,"Superficial injury of wrist or hand",14937,EXCLUSIONS
14827,items,"Open wound of wrist or hand",14949,EXCLUSIONS
14827,items,"Traumatic amputation of forearm",14924,EXCLUSIONS
14827,items,"Sequelae of open wound of arm",15903,CODED_ELSEWHERE
14828,items,"laceration of skin of forearm",en2531,INCLUSIONS
14836,items,"Fracture at wrist or hand level",14967,EXCLUSIONS
14836,items,"Sequelae of fracture of arm",15903,CODED_ELSEWHERE
14837,items,"supracondylar elbow fracture",14721,EXCLUSIONS
14849,items,"Fracture of shafts of both ulna and radius",14841,EXCLUSIONS
14849,items,"Fracture of lower end of both ulna and radius",14848,EXCLUSIONS
14852,items,"Sequelae of dislocation, sprain and strain of arm",15903,CODED_ELSEWHERE
14853,items,"Radiohumeral joint",en2532,INCLUSIONS
14853,items,"Monteggia fracture-dislocation",14837,EXCLUSIONS
14860,items,"Injury of nerves at wrist or hand level",15040,EXCLUSIONS
14860,items,"Sequelae of injury of nerve of arm",15903,CODED_ELSEWHERE
14868,items,"Injury of blood vessels at wrist or hand level",15047,EXCLUSIONS
14868,items,"injury of brachial vessels",14766,EXCLUSIONS
14920,items,"Crushing injury of wrist or hand",15120,EXCLUSIONS
14920,items,"Sequelae of crushing injury and traumatic amputation of arm",15903,CODED_ELSEWHERE
14924,items,"Traumatic amputation of wrist or hand",15127,EXCLUSIONS
14935,items,"Burns",en2533,EXCLUSIONS
14935,items,"Frostbite",en2534,EXCLUSIONS
14935,items,"Other injuries of arm, level unspecified",15621,EXCLUSIONS
14935,items,"Insect bite or sting, venomous",15777,EXCLUSIONS
14943,items,"Superficial injury of finger or thumb",14938,EXCLUSIONS
14949,items,"Traumatic amputation of wrist or hand",15127,EXCLUSIONS
14950,items,"Traumatic amputation of other single finger",15134,EXCLUSIONS
14959,items,"laceration of skin of wrist or hand",en2535,INCLUSIONS
14967,items,"fracture of distal parts of ulna and radius",14848,EXCLUSIONS
14977,items,"Fracture of first metacarpal bone",14970,EXCLUSIONS
14988,items,"Sequelae of dislocation, sprain and strain of arm",15903,CODED_ELSEWHERE
15003,items,"Dislocation of phalanx, hand",en2536,INCLUSIONS
15040,items,"Sequelae of injury of nerve of arm",15903,CODED_ELSEWHERE
15120,items,"Sequelae of crushing injury and traumatic amputation of arm",15903,CODED_ELSEWHERE
15128,items,"avulsion of fingernail",14936,EXCLUSIONS
15134,items,"avulsion of fingernail",14936,EXCLUSIONS
15135,items,"avulsion of fingernail",14936,EXCLUSIONS
15151,items,"Frostbite",en2537,EXCLUSIONS
15151,items,"Burns",en2538,EXCLUSIONS
15151,items,"Insect bite or sting, venomous",15777,EXCLUSIONS
15151,items,"Other injuries of leg, level unspecified",15626,EXCLUSIONS
15151,items,"Sequelae of injuries of leg",15903,CODED_ELSEWHERE
15160,items,"Traumatic amputation of hip or thigh",15271,EXCLUSIONS
15160,items,"Sequelae of open wound of leg",15903,CODED_ELSEWHERE
15161,items,"laceration of skin of hip or thigh",en2539,INCLUSIONS
15179,items,"Trochanteric fracture",en2540,INCLUSIONS
15200,items,"Sequelae of dislocation, sprain and strain of leg",15903,CODED_ELSEWHERE
15213,items,"Sequelae of injury of nerve of leg",15903,CODED_ELSEWHERE
15220,items,"Injury of popliteal artery",15377,EXCLUSIONS
15231,items,"Injury of greater saphenous vein at lower leg level",15393,EXCLUSIONS
15266,items,"Sequelae of crushing injury and traumatic amputation of leg",15903,CODED_ELSEWHERE
15271,items,"traumatic amputation of leg, level unspecified",15626,EXCLUSIONS
15282,items,"Burns",en2541,EXCLUSIONS
15282,items,"Frostbite",en2542,EXCLUSIONS
15282,items,"Insect bite or sting, venomous",15777,EXCLUSIONS
15282,items,"Other injuries of leg, level unspecified",15626,EXCLUSIONS
15282,items,"Injuries to the ankle or foot",en2543,EXCLUSIONS
15282,items,"Sequelae of injuries of leg",15903,CODED_ELSEWHERE
15283,items,"Superficial injury of ankle or foot",15452,EXCLUSIONS
15291,items,"Traumatic amputation of lower leg",15438,EXCLUSIONS
15291,items,"Open wound of ankle or foot",15474,EXCLUSIONS
15291,items,"Sequelae of open wound of leg",15903,CODED_ELSEWHERE
15292,items,"laceration of skin of lower leg",en2544,INCLUSIONS
15301,items,"Comminuted fracture of patella",en2545,INCLUSIONS
15310,items,"Fracture of shaft of tibia with or without mention of fracture of fibula",en2546,INCLUSIONS
15311,items,"Fracture of lower end of tibia with or without mention of fracture of fibula",en2547,INCLUSIONS
15311,items,"Fracture of medial malleolus",15316,EXCLUSIONS
15312,items,"Fracture of lateral malleolus",15317,EXCLUSIONS
15329,items,"fractures of both tibia and fibula upper end",15302,EXCLUSIONS
15329,items,"fractures of both tibia and fibula shafts",15310,EXCLUSIONS
15329,items,"fractures of both tibia and fibula lower end",15311,EXCLUSIONS
15332,items,"dislocation of knee recurrent",9177,EXCLUSIONS
15332,items,"Internal derangement of knee",9163,EXCLUSIONS
15332,items,"derangement of patella",9158,EXCLUSIONS
15332,items,"dislocation of knee old",9177,EXCLUSIONS
15332,items,"Sequelae of dislocation, sprain and strain of leg",15903,CODED_ELSEWHERE
15365,items,"sprain of patellar ligament",15245,EXCLUSIONS
15369,items,"Injury of nerves at ankle or foot level",15539,EXCLUSIONS
15369,items,"Sequelae of injury of nerve of leg",15903,CODED_ELSEWHERE
15376,items,"Injury of blood vessels at ankle or foot level",15547,EXCLUSIONS
15434,items,"Crushing injury of ankle or foot",15582,EXCLUSIONS
15434,items,"Sequelae of crushing injury and traumatic amputation of leg",15903,CODED_ELSEWHERE
15438,items,"Traumatic amputation of ankle or foot",15587,EXCLUSIONS
15438,items,"traumatic amputation of leg, level unspecified",15626,EXCLUSIONS
15450,items,"fracture of ankle and malleolus",15316,EXCLUSIONS
15450,items,"Other injuries of leg, level unspecified",15626,EXCLUSIONS
15450,items,"Frostbite",en2548,EXCLUSIONS
15450,items,"Burns",en2549,EXCLUSIONS
15450,items,"Insect bite or sting, venomous",15777,EXCLUSIONS
15450,items,"Sequelae of injuries of leg",15903,CODED_ELSEWHERE
15474,items,"Traumatic amputation of ankle or foot",15587,EXCLUSIONS
15474,items,"Sequelae of open wound of leg",15903,CODED_ELSEWHERE
15475,items,"laceration of skin of ankle or foot",en2550,INCLUSIONS
15482,items,"Injury to toenail",15451,EXCLUSIONS
15493,items,"Fracture of astragalus",en2551,INCLUSIONS
15495,items,"march fracture",9392,EXCLUSIONS
15506,items,"Sequelae of dislocation, sprain and strain of leg",15903,CODED_ELSEWHERE
15507,items,"Dislocation of astragalus",en2552,INCLUSIONS
15507,items,"Dislocation of talus",en2553,INCLUSIONS
15521,items,"Injury of Achilles tendon",15409,EXCLUSIONS
15527,items,"Strain or sprain of great toe",15528,EXCLUSIONS
15539,items,"Sequelae of injury of nerve of leg",15903,CODED_ELSEWHERE
15547,items,"Injury of posterior tibial artery",15385,EXCLUSIONS
15582,items,"Sequelae of crushing injury and traumatic amputation of leg",15903,CODED_ELSEWHERE
15594,items,"avulsion of toenail",15451,EXCLUSIONS
15595,items,"avulsion of toenail",15451,EXCLUSIONS
15596,items,"Combined traumatic amputation of toe(s) and other parts of foot",en2554,INCLUSIONS
15601,items,"Frostbite",en2555,EXCLUSIONS
15601,items,"Sunburn",8908,EXCLUSIONS
15601,items,"Burns",en2556,EXCLUSIONS
15603,items,"Traumatic amputations involving multiple body regions",15607,EXCLUSIONS
15604,items,"Fractures involving multiple body regions due to birth injury",10835,CODED_ELSEWHERE
15607,items,"avulsion involving multiple body regions",en2557,INCLUSIONS
15607,items,"traumatic amputation of leg NOS",15626,EXCLUSIONS
15607,items,"traumatic amputation of arm NOS",15621,EXCLUSIONS
15607,items,"Open wounds involving multiple body regions",15603,EXCLUSIONS
15607,items,"Decapitation",14264,EXCLUSIONS
15607,items,"traumatic amputation of: trunk NOS",14421,EXCLUSIONS
15609,items,"injury NOS",15627,EXCLUSIONS
15627,items,"Injuries involving multiple body regions",en2558,EXCLUSIONS
15627,items,"multiple injuries NOS",15609,EXCLUSIONS
15628,items,"multiple superficial injuries NOS",15602,EXCLUSIONS
15628,items,"Haematoma of surgical wound of skin",15789,CODED_ELSEWHERE
15628,items,"Superficial incisional site infection",15795,CODED_ELSEWHERE
15629,items,"Traumatic amputations involving multiple body regions",15607,EXCLUSIONS
15629,items,"Open wounds involving multiple body regions",15603,EXCLUSIONS
15629,items,"traumatic amputation NOS",15636,EXCLUSIONS
15630,items,"multiple fractures NOS",15604,EXCLUSIONS
15631,items,"multiple dislocations, sprains and strains NOS",15605,EXCLUSIONS
15632,items,"multiple injuries of nerves NOS",15608,EXCLUSIONS
15633,items,"multiple injuries of blood vessels NOS",15608,EXCLUSIONS
15634,items,"multiple injuries of tendons and muscles NOS",15608,EXCLUSIONS
15636,items,"multiple: crushing injuries NOS",15606,EXCLUSIONS
15636,items,"multiple traumatic amputations NOS",15607,EXCLUSIONS
15640,items,"deformity NOS",en2559,INCLUSIONS
15640,items,"scarring resulting from previous injury",en2560,INCLUSIONS
15640,items,"old amputation",en2561,INCLUSIONS
15640,items,"Post traumatic stress disorder",3754,EXCLUSIONS
15640,items,"Post traumatic wound infection, not elsewhere classified",15895,EXCLUSIONS
15643,items,"foreign body accidentally left in operation wound",16841,EXCLUSIONS
15643,items,"Residual foreign body in soft tissue",9373,EXCLUSIONS
15644,items,"Retained foreign body following penetrating wound of orbit",14013,EXCLUSIONS
15644,items,"Retained foreign body in eyelid",14008,EXCLUSIONS
15664,items,"foreign body in digestive system NOS",en2562,INCLUSIONS
15664,items,"Foreign body in pharynx",15654,EXCLUSIONS
15676,items,"Presence of contraceptive device",17304,EXCLUSIONS
15684,items,"internal chemical burn or corrosion",en2563,INCLUSIONS
15684,items,"external chemical burn or corrosion",en2564,INCLUSIONS
15684,items,"burns from hot objects",en2565,INCLUSIONS
15684,items,"burns from friction",en2566,INCLUSIONS
15684,items,"burns from hot air and hot gases",en2567,INCLUSIONS
15684,items,"burns from lightning",en2568,INCLUSIONS
15684,items,"Sunburn",8908,EXCLUSIONS
15684,items,"Adverse cutaneous effects of therapeutic ionizing irradiation",en2569,EXCLUSIONS
15684,items,"Adverse effects of phototherapy",en2570,EXCLUSIONS
15684,items,"Photosensitivity due to drug",8854,EXCLUSIONS
15684,items,"Phototoxic reactions to skin contact with photoactive agents",en2571,EXCLUSIONS
15684,items,"Neonatal phototherapy burn",11209,EXCLUSIONS
15686,items,"Burn of eye or ocular adnexa",15759,EXCLUSIONS
15686,items,"Burn of mouth or pharynx",15761,EXCLUSIONS
15700,items,"burn and corrosion of scapular region",15720,EXCLUSIONS
15700,items,"burn and corrosion of axilla",15720,EXCLUSIONS
15754,items,"Chemical burn due to occupational skin contact with corrosive substance",8986,CODED_ELSEWHERE
15767,items,"Hypothermia",15853,EXCLUSIONS
15768,items,"frostbite with partial-thickness skin loss",en2572,INCLUSIONS
15768,items,"Superficial frostbite involving multiple body regions",15773,EXCLUSIONS
15772,items,"Frostbite with tissue necrosis involving multiple body regions",15773,EXCLUSIONS
15782,items,"Reaction to blood-group incompatibility in infusion or transfusion",en2573,INCLUSIONS
15783,items,"Reaction due to Rh factor in infusion or transfusion",en2574,INCLUSIONS
15784,items,"serum hepatitis",634,EXCLUSIONS
15784,items,"Anaphylaxis",2759,EXCLUSIONS
15784,items,"Serum sickness vasculitis",2725,CODED_ELSEWHERE
15790,items,"Intraoperative haemorrhage and haematoma of eye or ocular adnexa complicating an ophthalmic procedure",en2575,INCLUSIONS
15790,items,"Postprocedural haemorrhage or haematoma of eye or ocular adnexa following a procedure",en2576,INCLUSIONS
15794,items,"Infection of obstetric surgical wound",10530,CODED_ELSEWHERE
15795,items,"Streptococcal cellulitis of skin",241,EXCLUSIONS
15795,items,"Staphylococcal cellulitis of skin",242,EXCLUSIONS
15800,items,"Complication of external stoma of digestive organs",8213,EXCLUSIONS
15800,items,"Tracheostomy malfunction",7222,EXCLUSIONS
15838,items,"Phantom limb syndrome",5335,EXCLUSIONS
15844,items,"Anaphylaxis",2759,CODED_ELSEWHERE
15846,items,"heat prostration NOS",en2577,INCLUSIONS
15846,items,"Sunburn",8908,EXCLUSIONS
15846,items,"Burns",en2578,EXCLUSIONS
15846,items,"Malignant hyperthermia due to anaesthesia",15839,EXCLUSIONS
15846,items,"Dermatoses provoked by heat or electricity",en2579,EXCLUSIONS
15848,items,"Heat collapse",en2580,INCLUSIONS
15849,items,"Heat prostration due to water depletion",en2581,INCLUSIONS
15853,items,"Accidental hypothermia",en2582,INCLUSIONS
15853,items,"Hypothermia, not associated with low environmental temperature",13619,EXCLUSIONS
15853,items,"Hypothermia of newborn",11217,EXCLUSIONS
15853,items,"Frostbite",en2583,EXCLUSIONS
15854,items,"Frostbite",en2584,EXCLUSIONS
15854,items,"Hypothermia",15853,EXCLUSIONS
15860,items,"Aero-otitis media",en2585,INCLUSIONS
15861,items,"Aerosinusitis",en2586,INCLUSIONS
15861,items,"Effects of change in ambient atmospheric pressure on sinuses",en2587,INCLUSIONS
15862,items,"Compressed-air disease",en2588,INCLUSIONS
15862,items,"Osteonecrosis due to trauma",9400,EXCLUSIONS
15866,items,"Respiratory distress of newborn",10996,EXCLUSIONS
15866,items,"Adult acute respiratory distress syndrome",7125,EXCLUSIONS
15866,items,"asphyxia from carbon monoxide",15777,EXCLUSIONS
15866,items,"asphyxia from inhalation of food or foreign body",15651,EXCLUSIONS
15875,items,"Deprivation of food",en2589,INCLUSIONS
15875,items,"Starvation",en2590,INCLUSIONS
15876,items,"Deprivation of water",en2591,INCLUSIONS
15880,items,"electric burns",en2592,EXCLUSIONS
15880,items,"Adverse effects, not elsewhere classified",15890,EXCLUSIONS
15882,items,"Immersion",en2593,INCLUSIONS
15883,items,"Vibratory angioedema",8340,CODED_ELSEWHERE
15884,items,"Carpal tunnel syndrome",5042,EXCLUSIONS
15912,items,"Unintentional land transport traffic event injuring an occupant of a low powered passenger vehicle",15918,EXCLUSIONS
15984,items,"Fall in health care",16886,EXCLUSIONS
15984,items,"Tendency to fall",12972,EXCLUSIONS
15985,items,"Fall in health care",16886,EXCLUSIONS
15986,items,"Fall in health care",16886,EXCLUSIONS
16003,items,"gun for single hand use",en2594,INCLUSIONS
16003,items,"pistol",en2595,INCLUSIONS
16003,items,"revolver",en2596,INCLUSIONS
16005,items,"shot NOS",en2597,INCLUSIONS
16025,items,"Unintentional threat to breathing by hanging",16023,EXCLUSIONS
16025,items,"Unintentional threat to breathing by strangulation",16024,EXCLUSIONS
16043,items,"Substances associated with injury or harm in therapeutic use",en2598,EXCLUSIONS
16045,items,"accidental overdose of opioids or related analgesics",en2599,INCLUSIONS
16045,items,"Substances associated with injury or harm in therapeutic use",en2600,EXCLUSIONS
16046,items,"accidental overdose by sedative hypnotic drugs or other CNS depressants",en2601,INCLUSIONS
16046,items,"Substances associated with injury or harm in therapeutic use",en2602,EXCLUSIONS
16047,items,"accidental overdose of psychostimulants",en2603,INCLUSIONS
16047,items,"Substances associated with injury or harm in therapeutic use",en2604,EXCLUSIONS
16048,items,"accidental overdose of cannabinoids or hallucinogens",en2605,INCLUSIONS
16048,items,"Substances associated with injury or harm in therapeutic use",en2606,EXCLUSIONS
16050,items,"accidental overdose of antidepressants",en2607,INCLUSIONS
16050,items,"Substances associated with injury or harm in therapeutic use",en2608,EXCLUSIONS
16051,items,"accidental overdose of antipsychotics",en2609,INCLUSIONS
16051,items,"Substances associated with injury or harm in therapeutic use",en2610,EXCLUSIONS
16052,items,"accidental overdose of antiepilepics or antiparkinsonism drugs",en2611,INCLUSIONS
16052,items,"Substances associated with injury or harm in therapeutic use",en2612,EXCLUSIONS
16103,items,"intentional fall from one level to another",en2613,INCLUSIONS
16147,items,"Intentional self-harm by threat to breathing by hanging",16145,EXCLUSIONS
16147,items,"Intentional self-harm by threat to breathing by strangulation",16146,EXCLUSIONS
16165,items,"Substances associated with injury or harm in therapeutic use",en2614,EXCLUSIONS
16179,items,"carbon tetrachloride [tetrachloromethane]",en2615,INCLUSIONS
16245,items,"assault by being stabbed NOS",en2616,INCLUSIONS
16264,items,"Assault by threat to breathing by hanging",16262,EXCLUSIONS
16264,items,"Assault by threat to breathing by strangulation",16263,EXCLUSIONS
16281,items,"Substances associated with injury or harm in therapeutic use",en2617,EXCLUSIONS
16442,items,"Threat to breathing by hanging with undetermined intent",16440,EXCLUSIONS
16442,items,"Threat to breathing by strangulation with undetermined intent",16441,EXCLUSIONS
16518,items,"Legal intervention with: machine gun",en2618,INCLUSIONS
16518,items,"Legal intervention with: revolver",en2619,INCLUSIONS
16518,items,"Legal intervention with: rifle pellet or rubber bullet",en2620,INCLUSIONS
16520,items,"Hit, struck by: baton during legal intervention",en2621,INCLUSIONS
16520,items,"Hit, struck by: blunt object during legal intervention",en2622,INCLUSIONS
16520,items,"Hit, struck by: stave during legal intervention",en2623,INCLUSIONS
16521,items,"Cut during legal intervention",en2624,INCLUSIONS
16521,items,"Injured by bayonet during legal intervention",en2625,INCLUSIONS
16521,items,"Stabbed during legal intervention",en2626,INCLUSIONS
16523,items,"Legal intervention with: dynamite",en2627,INCLUSIONS
16523,items,"Legal intervention with: explosive shell",en2628,INCLUSIONS
16523,items,"Legal intervention with: grenade",en2629,INCLUSIONS
16523,items,"Legal intervention with: mortar bomb",en2630,INCLUSIONS
16524,items,"Asphyxiation by gas due to legal intervention",en2631,INCLUSIONS
16524,items,"Injury by tear gas due to legal intervention",en2632,INCLUSIONS
16524,items,"Poisoning by gas due to legal intervention",en2633,INCLUSIONS
16535,items,"Aircraft: burned",en2634,INCLUSIONS
16535,items,"Aircraft: exploded",en2635,INCLUSIONS
16535,items,"Aircraft: shot down",en2636,INCLUSIONS
16535,items,"Crushed by falling aircraft",en2637,INCLUSIONS
16540,items,"Attack on or destruction of aircraft during armed conflict due to enemy fire or explosives",16536,EXCLUSIONS
16540,items,"Use of nuclear weapons during armed conflict",en2638,EXCLUSIONS
16540,items,"Injury event occurring after cessation of armed conflict",en2639,EXCLUSIONS
16565,items,"Weaponised anthrax, influenxa or other virus",en2640,INCLUSIONS
16582,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2641,EXCLUSIONS
16583,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2642,EXCLUSIONS
16589,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2643,EXCLUSIONS
16600,items,"Cardiac procedure associated with injury or harm in therapeutic use",16589,EXCLUSIONS
16600,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2644,EXCLUSIONS
16612,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2645,EXCLUSIONS
16618,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2646,EXCLUSIONS
16618,items,"Procedures related to abortion",16631,EXCLUSIONS
16631,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2647,EXCLUSIONS
16638,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2648,EXCLUSIONS
16644,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2649,EXCLUSIONS
16656,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2650,EXCLUSIONS
16662,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2651,EXCLUSIONS
16668,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2652,EXCLUSIONS
16669,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2653,EXCLUSIONS
16670,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2654,EXCLUSIONS
16671,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2655,EXCLUSIONS
16672,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2656,EXCLUSIONS
16676,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2657,EXCLUSIONS
16678,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2658,EXCLUSIONS
16679,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2659,EXCLUSIONS
16680,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2660,EXCLUSIONS
16681,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2661,EXCLUSIONS
16682,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2662,EXCLUSIONS
16683,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2663,EXCLUSIONS
16684,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2664,EXCLUSIONS
16685,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2665,EXCLUSIONS
16686,items,"Circumstances associated with a surgical or other medical procedure influencing the episode of care, without injury or harm",en2666,EXCLUSIONS
16691,items,"Circumstances associated with a surgical or other medical device influencing the episode of care without injury or harm",en2667,EXCLUSIONS
16708,items,"Circumstances associated with a surgical or other medical device influencing the episode of care without injury or harm",en2668,EXCLUSIONS
16740,items,"Circumstances associated with a surgical or other medical device influencing the episode of care without injury or harm",en2669,EXCLUSIONS
16791,items,"Circumstances associated with a surgical or other medical device influencing the episode of care without injury or harm",en2670,EXCLUSIONS
16824,items,"accidents in the technique of administration of drugs, medicaments and biological substances in medical and surgical procedures",16857,EXCLUSIONS
16834,items,"Mode of injury or harm associated with exposure to a drug, medicament or biological substance",16857,EXCLUSIONS
16871,items,"Mode of injury or harm associated with a surgical or other medical device, implant or graft",16847,EXCLUSIONS
16871,items,"Mode of injury or harm associated with a surgical or other medical procedure",16834,EXCLUSIONS
16871,items,"Mode of injury or harm associated with exposure to a drug, medicament or biological substance",16857,EXCLUSIONS
16873,items,"Delayed treatment",16883,EXCLUSIONS
16883,items,"Incorrect timing of drug or medicament, as mode of injury",16858,EXCLUSIONS
16883,items,"Non provision of necessary procedure",16873,EXCLUSIONS
16892,items,"Gender incongruence",en2671,CODED_ELSEWHERE
16893,items,"examinations related to pregnancy and reproduction",en2672,EXCLUSIONS
16893,items,"Clinical findings in blood, blood-forming organs, or the immune system",en2673,EXCLUSIONS
16894,items,"Special screening examination for infectious diseases",16965,EXCLUSIONS
16894,items,"Examination or encounter for administrative purposes",16912,EXCLUSIONS
16894,items,"Special screening examination for neoplasms",16975,EXCLUSIONS
16894,items,"Special screening examination for other diseases or disorders",16986,EXCLUSIONS
16895,items,"Routine child health examination",16896,EXCLUSIONS
16895,items,"Routine general health check-up of defined subpopulation",16935,EXCLUSIONS
16895,items,"Routine newborn health examination",16897,EXCLUSIONS
16895,items,"Symptoms, signs or clinical findings, not elsewhere classified",en2674,EXCLUSIONS
16896,items,"Health supervision or care of abandoned infant",17472,EXCLUSIONS
16896,items,"Health supervision or care of other healthy infant or child",en2675,EXCLUSIONS
16897,items,"Routine child health examination",16896,EXCLUSIONS
16898,items,"examination requested for medicolegal reasons",16942,EXCLUSIONS
16901,items,"Examination for driving license",16917,EXCLUSIONS
16904,items,"routine examination for contraceptive maintenance",17033,EXCLUSIONS
16904,items,"Pregnancy examination or test",17072,EXCLUSIONS
16906,items,"Special screening examination for neoplasm of breast",16979,EXCLUSIONS
16909,items,"Skin or other sensitisation tests",16905,EXCLUSIONS
16914,items,"Occupational health examination",16936,EXCLUSIONS
16915,items,"Routine general health check-up of inhabitants of institutions",16937,EXCLUSIONS
16916,items,"Routine general health check-up of armed forces",16938,EXCLUSIONS
16918,items,"Blood-alcohol or blood-drug test",16943,EXCLUSIONS
16918,items,"Routine general health check-up of sports teams",16939,EXCLUSIONS
16920,items,"General adult medical examination",16895,EXCLUSIONS
16935,items,"Examination or encounter for administrative purposes",16912,EXCLUSIONS
16936,items,"Pre-employment examination",16914,EXCLUSIONS
16937,items,"Examination or encounter for administrative purposes",16912,EXCLUSIONS
16938,items,"Examination for recruitment to armed forces",16916,EXCLUSIONS
16939,items,"Examination for participation in sport",16918,EXCLUSIONS
16939,items,"Blood-alcohol or blood-drug test",16943,EXCLUSIONS
16943,items,"Finding of alcohol in blood",12631,EXCLUSIONS
16943,items,"presence of drugs in blood",12620,EXCLUSIONS
16945,items,"Examination or observation following work accident",16946,EXCLUSIONS
16960,items,"medical surveillance following treatment for malignant neoplasms",en2676,INCLUSIONS
16960,items,"follow-up medical care and convalescence",en2677,EXCLUSIONS
16960,items,"Attention to surgical dressings, drains or sutures",17368,EXCLUSIONS
16961,items,"medical surveillance following treatment for conditions other than malignant neoplasms",en2678,INCLUSIONS
16961,items,"Fitting, adjustment or management of devices",en2679,EXCLUSIONS
16961,items,"Surveillance of contraceptive device",17034,EXCLUSIONS
16961,items,"Follow-up examination after treatment for malignant neoplasms",16960,EXCLUSIONS
16961,items,"Convalescence",en2680,EXCLUSIONS
16971,items,"Viral intestinal infections",en2681,EXCLUSIONS
16971,items,"Special screening examination for infections with a predominantly sexual mode of transmission",16969,EXCLUSIONS
16971,items,"Special screening examination for human immunodeficiency virus",16970,EXCLUSIONS
16972,items,"Protozoal intestinal infections",en2682,EXCLUSIONS
16979,items,"routine mammogram",16906,EXCLUSIONS
16980,items,"Gynaecological examination",16904,EXCLUSIONS
16981,items,"Prostate specific antigen positive",12647,EXCLUSIONS
16994,items,"routine development testing of infant or child",16896,EXCLUSIONS
17003,items,"Mental, behavioural or neurodevelopmental disorders",en2683,EXCLUSIONS
17003,items,"Contact with health services for menopausal counselling",17150,EXCLUSIONS
17003,items,"Contact with health services for preconception counselling",17067,EXCLUSIONS
17003,items,"Contact with health services for fertility preservation counselling",17068,EXCLUSIONS
17003,items,"Contact with health services for genetic counselling",17065,CODED_ELSEWHERE
17005,items,"Alcohol rehabilitation",17386,EXCLUSIONS
17005,items,"Disorders due to use of alcohol",3834,EXCLUSIONS
17006,items,"Drug rehabilitation",17387,EXCLUSIONS
17006,items,"Disorders due to substance use or addictive behaviours",en2684,EXCLUSIONS
17007,items,"Tobacco rehabilitation",17392,EXCLUSIONS
17007,items,"Disorders due to use of nicotine",4069,EXCLUSIONS
17009,items,"Contact with health services for contraceptive management",17027,EXCLUSIONS
17009,items,"Conditions related to sexual health",en2685,EXCLUSIONS
17009,items,"Contact with health services for procreative management",en2686,EXCLUSIONS
17022,items,"Medical observation or evaluation for suspected diseases or conditions, ruled out",16924,EXCLUSIONS
17025,items,"Contact with health services for concerns about body image related to pregnancy",17570,CODED_ELSEWHERE
17025,items,"Contact with health services for preimplantation genetic diagnosis",17070,CODED_ELSEWHERE
17025,items,"Contact with health services for preimplantation genetic screening",17070,CODED_ELSEWHERE
17040,items,"complications associated with artificial fertilization",9673,EXCLUSIONS
17080,items,"Recurrent pregnancy loss",9680,EXCLUSIONS
17080,items,"Pregnancy care of habitual aborter",10271,EXCLUSIONS
17092,items,"routine prenatal care",17074,EXCLUSIONS
17092,items,"Clinical findings on antenatal screening of mother",10277,EXCLUSIONS
17143,items,"Complications predominantly related to the puerperium",en2687,EXCLUSIONS
17144,items,"Certain specified disorders of breast or lactation associated with childbirth",10574,EXCLUSIONS
17148,items,"Supervision of high-risk pregnancy due to social problems",17088,EXCLUSIONS
17149,items,"Supervision of pregnancy with grand multiparity",17078,EXCLUSIONS
